precision_0,recall_0,f1_0,support_0,precision_1,recall_1,f1_1,support_1,accuracy,precision_wavg,recall_wavg,f1_wavg,support_wavg
0.6892561983471074,0.9608294930875576,0.8026948989412898,434,0.9311740890688259,0.5502392344497608,0.6917293233082706,418,0.7593896713615024,0.8079436142176218,0.7593896713615024,0.748254041412414,852
0.708838821490468,0.9533799533799534,0.8131212723658052,429,0.9272727272727272,0.6028368794326241,0.7306590257879656,423,0.7793427230046949,0.8172866409105334,0.7793427230046949,0.7721805091000469,852
0.712784588441331,0.9377880184331797,0.8099502487562189,434,0.9039145907473309,0.6076555023923444,0.7267525035765379,418,0.7758215962441315,0.8065549416853545,0.7758215962441315,0.7691325756516336,852
0.7087719298245614,0.9439252336448598,0.8096192384769539,428,0.9148936170212766,0.6084905660377359,0.7308781869688386,424,0.7769953051643192,0.8113489196971051,0.7769953051643192,0.7704335508719763,852
0.7020905923344948,0.9482352941176471,0.8068068068068067,425,0.920863309352518,0.5995316159250585,0.726241134751773,427,0.7734741784037559,0.8117337263329641,0.7734741784037559,0.766429410131338,852
0.7142857142857143,0.956221198156682,0.8177339901477833,434,0.9298892988929889,0.6028708133971292,0.7314949201741654,418,0.7828638497652582,0.8200630597855273,0.7828638497652582,0.7754242116865482,852
0.719672131147541,0.9461206896551724,0.8175046554934822,464,0.8966942148760331,0.5592783505154639,0.6888888888888889,388,0.7699530516431925,0.8002878218595774,0.7699530516431925,0.7589331561477285,852
0.7091836734693877,0.9697674418604652,0.8192534381139489,430,0.9507575757575758,0.5947867298578199,0.7317784256559766,422,0.784037558685446,0.8288364748374808,0.784037558685446,0.7759266126946246,852
0.6916666666666667,0.9584295612009238,0.8034849951597288,433,0.9285714285714286,0.5584725536992841,0.6974664679582713,419,0.7617370892018779,0.8081726469930696,0.7617370892018779,0.7513467757965708,852
0.7288428324697754,0.9440715883668904,0.8226120857699805,447,0.9084249084249084,0.6123456790123457,0.7315634218289087,405,0.7863849765258216,0.8142075516737999,0.7863849765258216,0.7793319110092597,852
