precision_0,recall_0,f1_0,support_0,precision_1,recall_1,f1_1,support_1,accuracy,precision_wavg,recall_wavg,f1_wavg,support_wavg
0.6839622641509434,0.9623893805309734,0.7996323529411765,452,0.9212962962962963,0.4975,0.6461038961038961,400,0.744131455399061,0.7953866923881983,0.744131455399061,0.7275532652241434,852
0.6423135464231354,0.9634703196347032,0.7707762557077626,438,0.9179487179487179,0.4323671497584541,0.5878489326765188,414,0.7053990610328639,0.7762489466714818,0.7053990610328639,0.6818890353615948,852
0.6495176848874598,0.9596199524940617,0.7746883988494726,421,0.9260869565217391,0.494199535962877,0.6444780635400907,431,0.7241784037558685,0.7894253798104345,0.7241784037558685,0.7088190860345153,852
0.6227347611202636,0.9569620253164557,0.7544910179640718,395,0.9306122448979591,0.4989059080962801,0.6495726495726495,457,0.7112676056338029,0.7878756180291918,0.7112676056338029,0.6982143813973112,852
0.664,0.9718969555035128,0.7889733840304182,427,0.947136563876652,0.5058823529411764,0.6595092024539877,425,0.7394366197183099,0.8052359620276727,0.7394366197183099,0.724393246506964,852
0.6808176100628931,0.9686800894854586,0.7996306555863343,447,0.9351851851851852,0.49876543209876545,0.6505636070853462,405,0.7453051643192489,0.8017317742935601,0.7453051643192489,0.7287713191510055,852
0.6656050955414012,0.9698375870069605,0.789423984891407,431,0.9419642857142857,0.501187648456057,0.6542635658914729,421,0.7382629107981221,0.8021628643944345,0.7382629107981221,0.7226369703386227,852
0.67,0.9458823529411765,0.784390243902439,425,0.9087301587301587,0.5362997658079626,0.6745213549337261,427,0.7406103286384976,0.7896452790818989,0.7406103286384976,0.7293268453230488,852
0.6348228043143297,0.9786223277909739,0.7700934579439253,421,0.9556650246305419,0.45011600928074247,0.61198738170347,431,0.7112676056338029,0.7971267913522259,0.7112676056338029,0.6901125672636012,852
0.6444444444444445,0.9441860465116279,0.7660377358490565,430,0.8918918918918919,0.46919431279620855,0.6149068322981366,422,0.7089201877934272,0.7670064430627811,0.7089201877934272,0.6911818188320517,852
0.6483870967741936,0.9757281553398058,0.7790697674418604,412,0.9568965517241379,0.5045454545454545,0.6607142857142857,440,0.7323943661971831,0.8077112284384841,0.7323943661971831,0.7179472181928781,852
0.6729559748427673,0.963963963963964,0.7925925925925925,444,0.9259259259259259,0.49019607843137253,0.6410256410256411,408,0.7370892018779343,0.7940965147980826,0.7370892018779343,0.7200112355041933,852
0.6375,0.9691211401425178,0.769085768143261,421,0.9386792452830188,0.4617169373549884,0.6189735614307932,431,0.7124413145539906,0.78985710647533,0.7124413145539906,0.6931487246067897,852
0.6600985221674877,0.9663461538461539,0.784390243902439,416,0.9423868312757202,0.5252293577981652,0.674521354933726,436,0.7406103286384976,0.8045559197862545,0.7406103286384976,0.7281662584677455,852
0.6366559485530546,0.9635036496350365,0.7666989351403679,411,0.9347826086956522,0.4875283446712018,0.6408345752608048,441,0.7171361502347418,0.7909679874296809,0.7171361502347418,0.7015508333717209,852
0.6373983739837399,0.9584352078239609,0.765625,409,0.9282700421940928,0.4966139954853273,0.6470588235294118,443,0.7183098591549296,0.7886379855062591,0.7183098591549296,0.7039761547224525,852
0.672,0.967741935483871,0.7932011331444759,434,0.9383259911894273,0.5095693779904307,0.6604651162790698,418,0.7429577464788732,0.8026622820624185,0.7429577464788732,0.7280794722879738,852
